,strategy,benchmark
2023-08-02,15066.740722671375,20863.95158236662
2023-08-03,15050.984978816674,20773.22076234968
2023-08-04,14958.373545070886,20735.111171038247
2023-08-07,14999.959996695856,20927.740204345613
2023-08-08,14996.182310784801,20982.54426319843
2023-08-09,14968.930043331096,20704.64839808629
2023-08-10,14970.442472985558,20693.96197408854
2023-08-11,15006.631577049124,20585.70743975488
2023-08-14,15031.462781074151,20981.81224051242
2023-08-15,14960.350507806928,20876.743870608847
2023-08-16,14905.575666992316,20661.0522902773
2023-08-17,14957.30021534389,20580.900385201294
2023-08-18,14981.865773438647,20605.88080224178
2023-08-21,14991.528922359328,21011.44839646845
2023-08-22,14965.588429654108,20858.596060898013
2023-08-23,14985.31057024133,21166.208568805534
2023-08-24,14929.06304733059,20820.84421448158
2023-08-25,14989.474919434173,20927.069070220376
2023-08-28,15033.894026310925,21105.278311181508
2023-08-29,15093.554397718628,21506.681694104078
2023-08-30,15125.46273925864,21606.05842030836
2023-08-31,15166.562110626066,21680.486163445676
2023-09-01,15216.114684583143,21689.170676867197
2023-09-05,15242.80947682775,21677.305678776924
2023-09-06,15223.104218377235,21496.79411074339
2023-09-07,15202.253325875903,21339.49900504093
2023-09-08,15238.321640250328,21366.657457893332
2023-09-11,15216.059271289883,21429.555451432432
2023-09-12,15122.266054628031,21211.649807719714
2023-09-13,15147.783326521923,21335.756795835117
2023-09-14,15203.95714036337,21480.30468758681
2023-09-15,15055.058861933128,21081.49765355742
2023-09-18,15073.58215492815,21111.25286559888
2023-09-19,15081.230106823583,21101.597739837223
2023-09-20,15030.237769261832,20807.407812689245
2023-09-21,14863.667129316489,20363.304434270423
2023-09-22,14870.12098130422,20427.351970484142
2023-09-25,14914.085126507594,20587.994721720457
2023-09-26,14878.599848537433,20345.15201588104
2023-09-27,14950.58075675455,20455.94475131629
2023-09-28,14952.0707197855,20621.013909296198
2023-09-29,14881.081812234932,20539.73946887927
2023-10-02,14838.946309142859,20642.889205437023
2023-10-03,14808.855014372275,20338.65558238408
2023-10-04,14763.430023744713,20483.058050037456
2023-10-05,14746.877476147125,20509.29761314546
2023-10-06,14763.187819537492,20887.07230287519
2023-10-09,14838.2320934499,21031.663785805413
2023-10-10,14842.40204530738,21119.24879047153
2023-10-11,14865.51178975647,21255.38874095015
2023-10-12,14859.662342141688,21243.41864756207
2023-10-13,14780.173736370267,21059.161159538664
2023-10-16,14842.788375257049,21271.543629530548
2023-10-17,14793.091443339728,21116.388227145544
2023-10-18,14711.489908041465,20871.95872588334
2023-10-19,14674.13518702615,20754.408541572462
2023-10-20,14557.531116608587,20440.028169831636
2023-10-23,14578.993257500899,20459.793004410352
2023-10-24,14639.84446423523,20594.035539280965
2023-10-25,14419.674081277337,20069.160122254427
2023-10-26,14271.489788297804,19720.286204138763
2023-10-27,14282.322701014878,19636.085157247282
2023-10-30,14351.090385058873,19841.611756391994
2023-10-31,14338.732069130878,19887.59124437486
2023-11-01,14381.82663335425,20232.180604060046
